posx,0.442336,posy,1.92559
posx,0.329859,posy,1.713537
posx,0.324728,posy,1.662559
posx,0.396186,posy,1.620084
posx,0.535903,posy,1.656918
posx,0.690974,posy,1.548942
posx,0.906695,posy,1.551743
posx,1.309671,posy,1.678243
posx,1.51656,posy,1.756295
posx,1.593921,posy,1.751837
posx,1.640648,posy,1.762133
posx,1.612732,posy,1.686158
posx,1.495057,posy,1.568867
posx,1.418853,posy,1.488107
posx,1.292718,posy,1.334414
posx,1.197618,posy,1.242912
posx,1.157757,posy,1.19419
posx,1.095426,posy,1.084239
posx,1.024562,posy,0.994061
posx,1.005361,posy,0.964087
posx,0.938872,posy,0.88272
posx,0.95273,posy,0.865349
posx,0.932779,posy,0.836524
posx,0.94841,posy,0.860943
posx,0.913531,posy,0.832132
posx,0.943702,posy,0.809787
posx,0.916889,posy,0.817897
posx,0.939516,posy,0.836265
posx,0.967406,posy,0.906087
posx,0.946094,posy,0.933148
posx,0.971353,posy,0.956434
posx,0.94493,posy,0.976271
posx,0.967624,posy,0.999902
posx,0.931737,posy,1.080852
posx,0.95276,posy,1.100336
posx,0.979551,posy,1.165043
posx,0.931745,posy,1.218663
posx,0.917647,posy,1.265458
posx,0.900047,posy,1.336888
posx,0.95551,posy,1.335683
posx,0.945585,posy,1.418843
posx,0.936386,posy,1.713647
posx,0.93257,posy,0.965519
posx,0.927108,posy,2.228117
posx,0.943883,posy,1.279271
posx,-0.323932,posy,1.113864
posx,0.119706,posy,-1.046667
posx,3.907157,posy,6.51098
posx,0.827886,posy,2.734744
posx,-2.207345,posy,-3.236074
posx,0.855081,posy,-0.23111
posx,1.137306,posy,5.830148
posx,-0.529405,posy,-0.2551
posx,1.234917,posy,2.676302
posx,-3.227311,posy,-3.363553
posx,-1.431631,posy,-2.141488
posx,-0.637131,posy,-2.667229
posx,0.933037,posy,1.680407
posx,-1.406378,posy,-1.351057
posx,-0.96697,posy,-6.191714
posx,0.030943,posy,-1.47561
posx,0.102646,posy,1.776859
posx,0.789478,posy,-1.722197
posx,0.727594,posy,-1.388274
posx,0.782937,posy,0.8512
posx,-1.610264,posy,-2.437439
posx,2.202135,posy,1.726607
posx,2.574407,posy,2.779609
posx,0.917751,posy,1.841743
posx,-2.444671,posy,-3.746028
posx,2.291134,posy,2.348773
posx,1.401917,posy,1.794196
posx,0.19584,posy,0.47557
posx,-0.71959,posy,-1.191762
posx,-0.141412,posy,-1.300037
posx,-0.412274,posy,-1.477658
posx,-0.648066,posy,-1.271959
posx,1.564598,posy,2.043813
posx,-1.642457,posy,-1.476278
posx,-1.794475,posy,-3.313133
posx,-0.558974,posy,-2.291137
posx,1.269098,posy,3.971916
posx,-0.628469,posy,-1.446638
posx,0.925832,posy,-2.780682
posx,-0.462762,posy,0.393372
posx,0.503983,posy,0.672873
posx,1.147739,posy,1.775415
posx,-2.709716,posy,-3.565458
posx,4.636345,posy,5.786024
posx,2.067636,posy,3.791117
posx,0.878921,posy,2.599169
posx,-1.37094,posy,-0.958571
posx,1.194497,posy,-0.716549
posx,1.758039,posy,5.011588
posx,0.499748,posy,2.724199
posx,-2.184755,posy,-3.631568
posx,0.357101,posy,-1.27794
posx,0.407938,posy,2.450093
posx,-0.603221,posy,0.127347
posx,1.506894,posy,0.539821
posx,-2.726515,posy,-4.483079
posx,-2.565145,posy,-4.342334
posx,-1.411932,posy,-4.555522
posx,1.208624,posy,0.902191
posx,-0.462126,posy,-5.564271
posx,-0.146578,posy,-3.518734
posx,-0.196701,posy,-5.598125
posx,0.215701,posy,-0.190324
posx,1.066717,posy,-0.342147
posx,1.244282,posy,-4.790642
posx,1.194731,posy,-1.385996
posx,-2.676239,posy,-4.825042
posx,3.301453,posy,2.37358
posx,1.749838,posy,2.413168
posx,1.725919,posy,2.471816
posx,-2.944856,posy,-1.492487
posx,0.975214,posy,2.369414
posx,5.644116,posy,3.464481
posx,1.072792,posy,2.000374
posx,-2.759158,posy,0.527782
posx,0.726861,posy,1.215044
posx,-0.880911,posy,-0.585548
posx,-0.301924,posy,0.080184
posx,0.232984,posy,-0.910145
posx,-2.646139,posy,-1.841373
posx,-2.667608,posy,-3.483646
posx,-2.116328,posy,-2.415913
posx,2.390371,posy,0.970938
posx,-4.577014,posy,-4.033935
posx,-2.221404,posy,-4.113404
posx,-1.284348,posy,-4.191693
posx,1.842708,posy,2.602013
posx,-0.758858,posy,-1.778138
posx,-0.171425,posy,-4.657914
posx,0.593131,posy,-1.857583
posx,-2.948308,posy,-1.675781
posx,3.72013,posy,-1.243477
posx,1.918021,posy,0.393058
posx,1.572012,posy,0.689505
posx,-2.861252,posy,0.301814
posx,3.592844,posy,2.915509
posx,3.286438,posy,1.637217
posx,0.759993,posy,1.249032
posx,-1.835799,posy,-1.628479
posx,1.106063,posy,2.73089
posx,0.774022,posy,1.399088
posx,-3.24923,posy,-1.515406
posx,0.349544,posy,0.73284
posx,0.581108,posy,1.859796
posx,-1.0389,posy,-0.761625
posx,-1.661291,posy,-0.838067
posx,-1.741638,posy,-1.441707
posx,3.085355,posy,2.507973
posx,-5.173798,posy,-2.364351
posx,-1.005172,posy,-1.801483
posx,-0.040631,posy,-1.611529
posx,-0.797097,posy,3.450493
posx,1.036131,posy,-2.130507
posx,1.018787,posy,-1.152172
posx,-2.693254,posy,2.052874
posx,2.560471,posy,-0.451478
posx,2.206803,posy,0.135738
posx,0.5276,posy,1.888223
posx,0.064823,posy,0.965554
posx,1.345403,posy,-0.081846
posx,-0.37518,posy,4.953348
posx,-0.086781,posy,3.527232
posx,-0.194056,posy,2.4259
posx,-0.162805,posy,-2.002923
posx,-0.419035,posy,-0.651439
posx,0.039126,posy,4.880194
posx,-0.13765,posy,1.040629
posx,-0.404878,posy,-1.771651
posx,-0.139176,posy,2.194372
posx,-0.12015,posy,0.780596
posx,-0.09168,posy,-1.436289
posx,-0.125303,posy,-0.404846
posx,0.040087,posy,2.867362
posx,-0.281645,posy,-1.555895
posx,-0.10683,posy,-2.114037
posx,-0.020874,posy,-0.921571
posx,0.08979,posy,0.510385
posx,0.022604,posy,-0.14793
posx,-0.087245,posy,-5.540852
posx,0.11268,posy,-0.328303
posx,-0.040138,posy,-0.222808
posx,0.456527,posy,-1.524349
posx,0.019477,posy,-2.907238
posx,0.062989,posy,-0.087701
posx,0.065812,posy,-0.958051
posx,0.101809,posy,-2.263122
posx,0.061487,posy,-2.997505
posx,0.069066,posy,-1.007027
posx,-0.024824,posy,0.16246
posx,0.258599,posy,-3.649102
posx,-0.126564,posy,-1.179395
posx,0.028674,posy,0.305797
posx,-0.045018,posy,-1.722688
posx,0.097946,posy,-0.239125
posx,-0.120956,posy,-0.174707
posx,0.418696,posy,-1.001426
posx,-0.207574,posy,-1.223102
posx,-0.256729,posy,-0.791796
posx,-0.022089,posy,-0.064503
posx,-0.007621,posy,-0.663384
posx,-0.04164,posy,0.204276
posx,0.081773,posy,-0.325095
posx,-0.096514,posy,0.141894
posx,0.188152,posy,0.580575
posx,-0.155079,posy,0.37536
posx,0.125553,posy,-0.559413
posx,-0.076394,posy,0.687683
posx,-0.021867,posy,1.384831
posx,0.095394,posy,0.486602
posx,-0.222318,posy,0.159739
posx,0.437657,posy,1.459467
posx,0.211742,posy,1.272666
posx,0.053627,posy,0.331721
posx,-0.001312,posy,0.374142
posx,0.08782,posy,0.935822
posx,-0.04632,posy,0.559026
posx,-0.040359,posy,0.024175
posx,-0.117682,posy,0.713812
posx,-0.111349,posy,0.123821
posx,-0.005606,posy,0.079274
posx,-0.358052,posy,-0.681024
posx,-0.038439,posy,-0.449831
posx,-0.091295,posy,-0.180654
posx,0.023778,posy,-0.235089
posx,-0.461606,posy,-0.941703
posx,-0.060033,posy,-1.131839
posx,-0.086999,posy,-0.770592
posx,-0.161801,posy,-0.454159
posx,0.148423,posy,-0.319618
posx,-0.452809,posy,-0.942874
posx,-0.198252,posy,-0.345895
posx,0.172308,posy,0.010945
posx,-0.097387,posy,0.386361
posx,0.071542,posy,0.494226
posx,0.229276,posy,0.668907
posx,0.034974,posy,0.184047
posx,0.193709,posy,1.011932
posx,0.077605,posy,1.073697
posx,0.03663,posy,0.787987
posx,-0.076631,posy,0.714508
posx,-0.076565,posy,0.188821
posx,-0.145785,posy,0.480168
posx,-0.067447,posy,0.098603
posx,-0.160676,posy,-0.164211
posx,0.056386,posy,-0.391995
posx,-0.00701,posy,-0.518488
posx,0.101554,posy,-0.348031
posx,0.239474,posy,-0.470445
posx,0.155734,posy,-0.224603
posx,0.256065,posy,0.280338
posx,0.110118,posy,0.454646
